Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
transcription/translation regulatory transformer protein RfaH [Pseudoalteromonas marina],Pseudoalteromonas marina,47.8,47.8,90%,2e-04,46.51,161,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_305471941.1?report=genbank&log$=prottop&blast_rank=3660&RID=1W6HPFAE013"",""WP_305471941.1"")"
transcription/translation regulatory transformer protein RfaH [Pseudoalteromonas marina],Pseudoalteromonas marina,47.8,47.8,90%,2e-04,46.51,161,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_277053975.1?report=genbank&log$=prottop&blast_rank=3661&RID=1W6HPFAE013"",""WP_277053975.1"")"
transcription/translation regulatory transformer protein RfaH [Pseudoalteromonas sp. A41-2],Pseudoalteromonas sp. A41-2,47.8,47.8,77%,2e-04,54.05,161,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_196857448.1?report=genbank&log$=prottop&blast_rank=3662&RID=1W6HPFAE013"",""WP_196857448.1"")"
transcription/translation regulatory transformer protein RfaH [Cedecea neteri],Cedecea neteri,47.8,47.8,88%,2e-04,45.24,170,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_311890358.1?report=genbank&log$=prottop&blast_rank=3663&RID=1W6HPFAE013"",""WP_311890358.1"")"
transcription/translation regulatory transformer protein RfaH [Enterovibrio norvegicus],Enterovibrio norvegicus,47.8,47.8,98%,2e-04,42.55,165,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_017004377.1?report=genbank&log$=prottop&blast_rank=3664&RID=1W6HPFAE013"",""WP_017004377.1"")"
MULTISPECIES: transcription/translation regulatory transformer protein RfaH [Vibrio],Vibrio,47.8,47.8,90%,2e-04,48.84,166,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_153447468.1?report=genbank&log$=prottop&blast_rank=3665&RID=1W6HPFAE013"",""WP_153447468.1"")"
MULTISPECIES: transcription/translation regulatory transformer protein RfaH [Pantoea],Pantoea,47.8,47.8,88%,2e-04,42.86,171,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_089562094.1?report=genbank&log$=prottop&blast_rank=3666&RID=1W6HPFAE013"",""WP_089562094.1"")"
transcription/translation regulatory transformer protein RfaH [Methylococcales bacterium],Methylococcales bacterium,47.8,47.8,98%,2e-04,40.43,175,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MEI8208428.1?report=genbank&log$=prottop&blast_rank=3667&RID=1W6HPFAE013"",""MEI8208428.1"")"
transcription/translation regulatory transformer protein RfaH [Porticoccaceae bacterium],Porticoccaceae bacterium,47.8,47.8,77%,2e-04,45.95,163,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MDG2116290.1?report=genbank&log$=prottop&blast_rank=3668&RID=1W6HPFAE013"",""MDG2116290.1"")"
transcription/translation regulatory transformer protein RfaH [bacterium],bacterium,47.8,47.8,90%,2e-04,44.19,174,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MDB4322229.1?report=genbank&log$=prottop&blast_rank=3669&RID=1W6HPFAE013"",""MDB4322229.1"")"
transcription/translation regulatory transformer protein RfaH [Rhodocyclaceae bacterium],Rhodocyclaceae bacterium,48.5,48.5,98%,2e-04,44.68,273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MDZ4216337.1?report=genbank&log$=prottop&blast_rank=3670&RID=1W6HPFAE013"",""MDZ4216337.1"")"
transcription/translation regulatory transformer protein RfaH [Grimontia hollisae],Grimontia hollisae,47.8,47.8,98%,2e-04,46.81,165,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_005506544.1?report=genbank&log$=prottop&blast_rank=3671&RID=1W6HPFAE013"",""WP_005506544.1"")"
transcription/translation regulatory transformer protein RfaH [Pseudoalteromonas sp. T1lg122],Pseudoalteromonas sp. T1lg122,47.8,47.8,90%,2e-04,51.16,161,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_105175010.1?report=genbank&log$=prottop&blast_rank=3672&RID=1W6HPFAE013"",""WP_105175010.1"")"
MAG: transcription/translation regulatory transformer protein RfaH [Comamonadaceae bacterium],Comamonadaceae bacterium,47.8,47.8,100%,2e-04,41.67,165,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TRZ68389.1?report=genbank&log$=prottop&blast_rank=3673&RID=1W6HPFAE013"",""TRZ68389.1"")"
transcription/translation regulatory transformer protein RfaH [Psychromonas sp. MME1],Psychromonas sp. MME1,47.8,47.8,98%,2e-04,48.94,170,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_369433895.1?report=genbank&log$=prottop&blast_rank=3674&RID=1W6HPFAE013"",""WP_369433895.1"")"
transcription/translation regulatory transformer protein RfaH [Psychromonas sp. MME2],Psychromonas sp. MME2,47.8,47.8,98%,2e-04,48.94,170,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_354622620.1?report=genbank&log$=prottop&blast_rank=3675&RID=1W6HPFAE013"",""WP_354622620.1"")"
transcription/translation regulatory transformer protein RfaH [Pseudoalteromonas marina],Pseudoalteromonas marina,47.4,47.4,90%,3e-04,46.51,161,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_305401733.1?report=genbank&log$=prottop&blast_rank=3676&RID=1W6HPFAE013"",""WP_305401733.1"")"
transcription/translation regulatory transformer protein RfaH [Pseudoalteromonas sp. ND6B],Pseudoalteromonas sp. ND6B,47.4,47.4,90%,3e-04,48.84,160,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_033103098.1?report=genbank&log$=prottop&blast_rank=3677&RID=1W6HPFAE013"",""WP_033103098.1"")"
transcription/translation regulatory transformer protein RfaH [Enterovibrio norvegicus],Enterovibrio norvegicus,47.4,47.4,92%,3e-04,50.00,165,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_017016081.1?report=genbank&log$=prottop&blast_rank=3678&RID=1W6HPFAE013"",""WP_017016081.1"")"
transcription/translation regulatory transformer protein RfaH [Pseudoalteromonas simplex],Pseudoalteromonas simplex,47.4,47.4,90%,3e-04,51.16,168,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_407681617.1?report=genbank&log$=prottop&blast_rank=3679&RID=1W6HPFAE013"",""WP_407681617.1"")"
transcription/translation regulatory transformer protein RfaH [uncultured Pseudoalteromonas sp.],uncultured Pseudoalteromonas sp.,47.4,47.4,90%,3e-04,48.84,161,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_339612356.1?report=genbank&log$=prottop&blast_rank=3680&RID=1W6HPFAE013"",""WP_339612356.1"")"
transcription/translation regulatory transformer protein RfaH [Pseudoalteromonas sp. S554],Pseudoalteromonas sp. S554,47.4,47.4,90%,3e-04,46.51,161,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_138740291.1?report=genbank&log$=prottop&blast_rank=3681&RID=1W6HPFAE013"",""WP_138740291.1"")"
transcription/translation regulatory transformer protein RfaH [Grimontia hollisae],Grimontia hollisae,47.4,47.4,98%,3e-04,46.81,165,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_154124422.1?report=genbank&log$=prottop&blast_rank=3682&RID=1W6HPFAE013"",""WP_154124422.1"")"
transcription antitermination protein RfaH [Pseudoalteromonas gelatinilytica],Pseudoalteromonas gelatinilytica,47.4,47.4,90%,3e-04,51.16,168,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/GGF00205.1?report=genbank&log$=prottop&blast_rank=3683&RID=1W6HPFAE013"",""GGF00205.1"")"
"transcription/translation regulatory transformer protein RfaH, partial [Aeromonas rivipollensis]",Aeromonas rivipollensis,47.4,47.4,73%,3e-04,54.29,155,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_234677990.1?report=genbank&log$=prottop&blast_rank=3684&RID=1W6HPFAE013"",""WP_234677990.1"")"
"transcription/translation regulatory transformer protein RfaH, partial [Escherichia coli]",Escherichia coli,47.0,47.0,52%,3e-04,80.00,139,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_180759438.1?report=genbank&log$=prottop&blast_rank=3685&RID=1W6HPFAE013"",""WP_180759438.1"")"
transcription/translation regulatory transformer protein RfaH [Pseudoalteromonas sp. S2721],Pseudoalteromonas sp. S2721,47.4,47.4,90%,3e-04,51.16,161,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_138619731.1?report=genbank&log$=prottop&blast_rank=3686&RID=1W6HPFAE013"",""WP_138619731.1"")"
"transcription/translation regulatory transformer protein RfaH, partial [Escherichia coli]",Escherichia coli,46.6,46.6,50%,3e-04,83.33,125,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_250790659.1?report=genbank&log$=prottop&blast_rank=3687&RID=1W6HPFAE013"",""WP_250790659.1"")"
MULTISPECIES: transcription/translation regulatory transformer protein RfaH [unclassified Pseudoalteromonas],unclassified Pseudoalteromonas,47.4,47.4,90%,3e-04,51.16,161,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_337114720.1?report=genbank&log$=prottop&blast_rank=3688&RID=1W6HPFAE013"",""WP_337114720.1"")"
MULTISPECIES: transcription/translation regulatory transformer protein RfaH [Pseudoalteromonas],Pseudoalteromonas,47.4,47.4,90%,3e-04,51.16,161,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_138624769.1?report=genbank&log$=prottop&blast_rank=3689&RID=1W6HPFAE013"",""WP_138624769.1"")"
transcription/translation regulatory transformer protein RfaH [Porticoccaceae bacterium],Porticoccaceae bacterium,47.4,47.4,94%,3e-04,40.00,171,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MGB0669773.1?report=genbank&log$=prottop&blast_rank=3690&RID=1W6HPFAE013"",""MGB0669773.1"")"
transcription/translation regulatory transformer protein RfaH [Rahnella sp. ChDrAdgB13],Rahnella sp. ChDrAdgB13,47.4,47.4,98%,3e-04,44.68,180,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_208951028.1?report=genbank&log$=prottop&blast_rank=3691&RID=1W6HPFAE013"",""WP_208951028.1"")"
transcription/translation regulatory transformer protein RfaH [Pseudoalteromonas sp. T1lg21],Pseudoalteromonas sp. T1lg21,47.4,47.4,90%,3e-04,51.16,161,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_105180703.1?report=genbank&log$=prottop&blast_rank=3692&RID=1W6HPFAE013"",""WP_105180703.1"")"
transcription/translation regulatory transformer protein RfaH [Vibrio splendidus],Vibrio splendidus,47.4,47.4,88%,3e-04,47.62,163,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_102449686.1?report=genbank&log$=prottop&blast_rank=3693&RID=1W6HPFAE013"",""WP_102449686.1"")"
"transcription/translation regulatory transformer protein RfaH, partial [Escherichia coli O157]",Escherichia coli O157,44.3,44.3,46%,3e-04,100.00,22,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PXF69622.1?report=genbank&log$=prottop&blast_rank=3694&RID=1W6HPFAE013"",""PXF69622.1"")"
transcription/translation regulatory transformer protein RfaH [Vibrio sp. B1Z05],Vibrio sp. B1Z05,47.4,47.4,94%,3e-04,46.67,163,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_152819615.1?report=genbank&log$=prottop&blast_rank=3695&RID=1W6HPFAE013"",""WP_152819615.1"")"
transcription/translation regulatory transformer protein RfaH [Psychromonas hadalis],Psychromonas hadalis,47.4,47.4,100%,3e-04,50.00,167,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_022942339.1?report=genbank&log$=prottop&blast_rank=3696&RID=1W6HPFAE013"",""WP_022942339.1"")"
transcription/translation regulatory transformer protein RfaH [Porticoccaceae bacterium],Porticoccaceae bacterium,47.4,47.4,94%,3e-04,40.00,171,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MDA8787097.1?report=genbank&log$=prottop&blast_rank=3697&RID=1W6HPFAE013"",""MDA8787097.1"")"
transcription/translation regulatory transformer protein RfaH [Vibrio hangzhouensis],Vibrio hangzhouensis,47.0,47.0,88%,4e-04,50.00,164,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_222305226.1?report=genbank&log$=prottop&blast_rank=3698&RID=1W6HPFAE013"",""WP_222305226.1"")"
transcription/translation regulatory transformer protein RfaH [Porticoccaceae bacterium],Porticoccaceae bacterium,47.4,47.4,94%,4e-04,40.00,171,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MGB1869173.1?report=genbank&log$=prottop&blast_rank=3699&RID=1W6HPFAE013"",""MGB1869173.1"")"
transcription/translation regulatory transformer protein RfaH [Porticoccaceae bacterium],Porticoccaceae bacterium,47.4,47.4,94%,4e-04,40.00,171,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MGB2566575.1?report=genbank&log$=prottop&blast_rank=3700&RID=1W6HPFAE013"",""MGB2566575.1"")"
transcription/translation regulatory transformer protein RfaH [Pseudoalteromonas sp. 10-33],Pseudoalteromonas sp. 10-33,47.0,47.0,88%,4e-04,47.62,161,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_058550645.1?report=genbank&log$=prottop&blast_rank=3701&RID=1W6HPFAE013"",""WP_058550645.1"")"
transcription/translation regulatory transformer protein RfaH [Ferrimonas balearica],Ferrimonas balearica,47.0,47.0,98%,4e-04,46.81,163,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_233537181.1?report=genbank&log$=prottop&blast_rank=3702&RID=1W6HPFAE013"",""WP_233537181.1"")"
transcription/translation regulatory transformer protein RfaH [Pseudoalteromonas sp. BZK2],Pseudoalteromonas sp. BZK2,47.0,47.0,90%,4e-04,51.16,161,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_187491155.1?report=genbank&log$=prottop&blast_rank=3703&RID=1W6HPFAE013"",""WP_187491155.1"")"
transcription/translation regulatory transformer protein RfaH [Pseudomonadales bacterium],Pseudomonadales bacterium,47.0,47.0,94%,4e-04,37.78,169,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HSG60782.1?report=genbank&log$=prottop&blast_rank=3704&RID=1W6HPFAE013"",""HSG60782.1"")"
transcriptional antiterminator RfaH [Pseudoalteromonas sp. BSi20480],Pseudoalteromonas sp. BSi20480,47.0,47.0,90%,4e-04,46.51,160,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/GAA75681.1?report=genbank&log$=prottop&blast_rank=3705&RID=1W6HPFAE013"",""GAA75681.1"")"
MULTISPECIES: transcription/translation regulatory transformer protein RfaH [unclassified Pseudoalteromonas],unclassified Pseudoalteromonas,47.0,47.0,96%,4e-04,41.30,161,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_029773213.1?report=genbank&log$=prottop&blast_rank=3706&RID=1W6HPFAE013"",""WP_029773213.1"")"
transcription/translation regulatory transformer protein RfaH [Pantoea ananatis],Pantoea ananatis,47.0,47.0,88%,4e-04,45.24,176,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_272843542.1?report=genbank&log$=prottop&blast_rank=3707&RID=1W6HPFAE013"",""WP_272843542.1"")"
transcription/translation regulatory transformer protein RfaH [Porticoccaceae bacterium],Porticoccaceae bacterium,47.0,47.0,94%,4e-04,40.00,171,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MGB1244089.1?report=genbank&log$=prottop&blast_rank=3708&RID=1W6HPFAE013"",""MGB1244089.1"")"
transcription/translation regulatory transformer protein RfaH [Vibrio porteresiae],Vibrio porteresiae,47.0,47.0,88%,4e-04,47.62,172,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_261893119.1?report=genbank&log$=prottop&blast_rank=3709&RID=1W6HPFAE013"",""WP_261893119.1"")"
transcription/translation regulatory transformer protein RfaH [Betaproteobacteria bacterium],Betaproteobacteria bacterium,47.0,47.0,96%,4e-04,41.30,165,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MEI6761530.1?report=genbank&log$=prottop&blast_rank=3710&RID=1W6HPFAE013"",""MEI6761530.1"")"
transcription/translation regulatory transformer protein RfaH [Vibrio sp. S17_S38],Vibrio sp. S17_S38,47.0,47.0,90%,4e-04,46.51,166,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_190329907.1?report=genbank&log$=prottop&blast_rank=3711&RID=1W6HPFAE013"",""WP_190329907.1"")"
MULTISPECIES: transcription/translation regulatory transformer protein RfaH [Tatumella],Tatumella,47.0,47.0,100%,5e-04,58.33,165,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_212708222.1?report=genbank&log$=prottop&blast_rank=3712&RID=1W6HPFAE013"",""WP_212708222.1"")"
transcription/translation regulatory transformer protein RfaH [Pseudoalteromonas gelatinilytica],Pseudoalteromonas gelatinilytica,47.0,47.0,90%,5e-04,48.84,161,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_063701714.1?report=genbank&log$=prottop&blast_rank=3713&RID=1W6HPFAE013"",""WP_063701714.1"")"
transcription/translation regulatory transformer protein RfaH [Actinomycetota bacterium],Actinomycetota bacterium,47.0,47.0,100%,5e-04,43.75,165,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCX6512927.1?report=genbank&log$=prottop&blast_rank=3714&RID=1W6HPFAE013"",""MCX6512927.1"")"
transcription/translation regulatory transformer protein RfaH [Pseudomonadota bacterium],Pseudomonadota bacterium,46.6,46.6,90%,5e-04,48.84,161,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MEL7309204.1?report=genbank&log$=prottop&blast_rank=3715&RID=1W6HPFAE013"",""MEL7309204.1"")"
transcription/translation regulatory transformer protein RfaH [uncultured Pseudoalteromonas sp.],uncultured Pseudoalteromonas sp.,46.6,46.6,96%,5e-04,41.30,161,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_289169975.1?report=genbank&log$=prottop&blast_rank=3716&RID=1W6HPFAE013"",""WP_289169975.1"")"
MAG: Transcription antitermination protein RfaH [Porticoccaceae bacterium],Porticoccaceae bacterium,46.6,46.6,77%,5e-04,43.24,163,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAI8431762.1?report=genbank&log$=prottop&blast_rank=3717&RID=1W6HPFAE013"",""CAI8431762.1"")"
MULTISPECIES: transcription/translation regulatory transformer protein RfaH [unclassified Pseudoalteromonas],unclassified Pseudoalteromonas,46.6,46.6,96%,5e-04,39.13,161,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_273603403.1?report=genbank&log$=prottop&blast_rank=3718&RID=1W6HPFAE013"",""WP_273603403.1"")"
putative transcriptional activator [Pseudomonadota bacterium],Pseudomonadota bacterium,46.6,46.6,100%,6e-04,41.67,166,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MEN9768564.1?report=genbank&log$=prottop&blast_rank=3719&RID=1W6HPFAE013"",""MEN9768564.1"")"
transcription/translation regulatory transformer protein RfaH [Comamonadaceae bacterium],Comamonadaceae bacterium,46.6,46.6,100%,6e-04,41.67,166,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCE2879231.1?report=genbank&log$=prottop&blast_rank=3720&RID=1W6HPFAE013"",""MCE2879231.1"")"
transcription/translation regulatory transformer protein RfaH [Pseudoalteromonas shioyasakiensis],Pseudoalteromonas shioyasakiensis,46.6,46.6,90%,6e-04,48.84,161,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_285221883.1?report=genbank&log$=prottop&blast_rank=3721&RID=1W6HPFAE013"",""WP_285221883.1"")"
transcription antitermination protein RfaH [Pseudoalteromonas sp. A25],Pseudoalteromonas sp. A25,46.6,46.6,94%,6e-04,42.22,163,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/BBN80403.1?report=genbank&log$=prottop&blast_rank=3722&RID=1W6HPFAE013"",""BBN80403.1"")"
transcription/translation regulatory transformer protein RfaH [uncultured Pseudoalteromonas sp.],uncultured Pseudoalteromonas sp.,46.6,46.6,96%,6e-04,41.30,161,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_289157144.1?report=genbank&log$=prottop&blast_rank=3723&RID=1W6HPFAE013"",""WP_289157144.1"")"
transcription/translation regulatory transformer protein RfaH [Halopseudomonas sabulinigri],Halopseudomonas sabulinigri,46.6,46.6,83%,6e-04,52.50,185,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_092283007.1?report=genbank&log$=prottop&blast_rank=3724&RID=1W6HPFAE013"",""WP_092283007.1"")"
transcription/translation regulatory transformer protein RfaH [Halopseudomonas sabulinigri],Halopseudomonas sabulinigri,46.6,46.6,83%,6e-04,52.50,185,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_353388798.1?report=genbank&log$=prottop&blast_rank=3725&RID=1W6HPFAE013"",""WP_353388798.1"")"
transcription/translation regulatory transformer protein RfaH [Enterovibrio nigricans],Enterovibrio nigricans,46.6,46.6,98%,6e-04,44.68,165,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_078751440.1?report=genbank&log$=prottop&blast_rank=3726&RID=1W6HPFAE013"",""WP_078751440.1"")"
transcription/translation regulatory transformer protein RfaH [Porticoccaceae bacterium],Porticoccaceae bacterium,46.6,46.6,77%,6e-04,45.95,164,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MGB1403342.1?report=genbank&log$=prottop&blast_rank=3727&RID=1W6HPFAE013"",""MGB1403342.1"")"
transcription/translation regulatory transformer protein RfaH [Rhodocyclaceae bacterium],Rhodocyclaceae bacterium,46.6,46.6,100%,6e-04,43.75,165,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MDP1527338.1?report=genbank&log$=prottop&blast_rank=3728&RID=1W6HPFAE013"",""MDP1527338.1"")"
transcription/translation regulatory transformer protein RfaH [Porticoccaceae bacterium],Porticoccaceae bacterium,46.6,46.6,77%,6e-04,45.95,177,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MGB2046040.1?report=genbank&log$=prottop&blast_rank=3729&RID=1W6HPFAE013"",""MGB2046040.1"")"
transcription/translation regulatory transformer protein RfaH [Pseudoalteromonas sp. MT33b],Pseudoalteromonas sp. MT33b,46.2,46.2,90%,7e-04,46.51,161,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_182395655.1?report=genbank&log$=prottop&blast_rank=3730&RID=1W6HPFAE013"",""WP_182395655.1"")"
transcription/translation regulatory transformer protein RfaH [Ferrimonas pelagia],Ferrimonas pelagia,46.2,46.2,98%,7e-04,40.43,163,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_345333625.1?report=genbank&log$=prottop&blast_rank=3731&RID=1W6HPFAE013"",""WP_345333625.1"")"
transcriptional antiterminator RfaH [Halopseudomonas sabulinigri],Halopseudomonas sabulinigri,46.6,46.6,83%,7e-04,52.50,203,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/SDR70471.1?report=genbank&log$=prottop&blast_rank=3732&RID=1W6HPFAE013"",""SDR70471.1"")"
transcription/translation regulatory transformer protein RfaH [uncultured Pseudoalteromonas sp.],uncultured Pseudoalteromonas sp.,46.2,46.2,90%,7e-04,48.84,161,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_289098788.1?report=genbank&log$=prottop&blast_rank=3733&RID=1W6HPFAE013"",""WP_289098788.1"")"
transcription/translation regulatory transformer protein RfaH [Porticoccaceae bacterium],Porticoccaceae bacterium,46.2,46.2,77%,7e-04,43.24,163,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MDC1143571.1?report=genbank&log$=prottop&blast_rank=3734&RID=1W6HPFAE013"",""MDC1143571.1"")"
transcriptional antiterminator RfaH [Oceanospirillaceae bacterium],Oceanospirillaceae bacterium,46.2,46.2,92%,7e-04,38.64,170,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MFT7368576.1?report=genbank&log$=prottop&blast_rank=3735&RID=1W6HPFAE013"",""MFT7368576.1"")"
transcription/translation regulatory transformer protein RfaH [Thaumasiovibrio occultus],Thaumasiovibrio occultus,46.2,46.2,94%,7e-04,44.44,163,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_086940716.1?report=genbank&log$=prottop&blast_rank=3736&RID=1W6HPFAE013"",""WP_086940716.1"")"
transcription/translation regulatory transformer protein RfaH [Porticoccaceae bacterium],Porticoccaceae bacterium,46.6,46.6,83%,7e-04,45.00,174,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MDC0003188.1?report=genbank&log$=prottop&blast_rank=3737&RID=1W6HPFAE013"",""MDC0003188.1"")"
transcription/translation regulatory transformer protein RfaH [Pseudoalteromonas sp. A25],Pseudoalteromonas sp. A25,46.2,46.2,94%,7e-04,42.22,159,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_152084852.1?report=genbank&log$=prottop&blast_rank=3738&RID=1W6HPFAE013"",""WP_152084852.1"")"
transcription/translation regulatory transformer protein RfaH [Ferrimonas balearica],Ferrimonas balearica,46.2,46.2,100%,8e-04,43.75,163,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_219175245.1?report=genbank&log$=prottop&blast_rank=3739&RID=1W6HPFAE013"",""WP_219175245.1"")"
transcriptional activator RfaH [Vibrio metschnikovii CIP 69.14],Vibrio metschnikovii CIP 69.14,45.8,45.8,81%,8e-04,46.15,137,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EEX37581.1?report=genbank&log$=prottop&blast_rank=3740&RID=1W6HPFAE013"",""EEX37581.1"")"
transcription/translation regulatory transformer protein RfaH [Ferrimonas balearica],Ferrimonas balearica,46.2,46.2,100%,8e-04,43.75,163,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_219172634.1?report=genbank&log$=prottop&blast_rank=3741&RID=1W6HPFAE013"",""WP_219172634.1"")"
transcription/translation regulatory transformer protein RfaH [Ewingella americana],Ewingella americana,46.2,46.2,77%,8e-04,48.65,174,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_185690605.1?report=genbank&log$=prottop&blast_rank=3742&RID=1W6HPFAE013"",""WP_185690605.1"")"
transcription/translation regulatory transformer protein RfaH [Pseudoalteromonas sp. P1-8],Pseudoalteromonas sp. P1-8,46.2,46.2,90%,8e-04,48.84,161,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_055199396.1?report=genbank&log$=prottop&blast_rank=3743&RID=1W6HPFAE013"",""WP_055199396.1"")"
transcription/translation regulatory transformer protein RfaH [Pseudoalteromonas sp. CnMc7-37],Pseudoalteromonas sp. CnMc7-37,46.2,46.2,90%,8e-04,48.84,161,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_253109399.1?report=genbank&log$=prottop&blast_rank=3744&RID=1W6HPFAE013"",""WP_253109399.1"")"
transcription/translation regulatory transformer protein RfaH [Pseudoalteromonas sp. S3260],Pseudoalteromonas sp. S3260,46.2,46.2,90%,8e-04,44.19,160,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_138561650.1?report=genbank&log$=prottop&blast_rank=3745&RID=1W6HPFAE013"",""WP_138561650.1"")"
